	ENG_e	FR_e	eng_stem	fr_stem	ratio_similarity
663	bride	la mariée	bride	la mari	33
664	bridge	pont	bridg	pont	0
665	bridle	bride	bridl	brid	89
666	briefcase	mallette	briefcas	mallet	14
667	brigade	la brigade	brigad	la brigad	80
668	brilliance	éclat	brillianc	éclat	29
669	brimstone	soufre	brimston	soufr	15
670	brine	eau salée	brine	eau sal	17
671	brioche	brioche	brioch	brioch	100
672	brisbane	Brisbane	brisban	brisban	100
673	bristle	poil	bristl	poil	40
674	brittle	fragile	brittl	fragil	50
675	broadside	bordée	broadsid	bord	50
676	brocade	brocart	brocad	brocart	77
677	brochure	brochure	brochur	brochur	100
678	brogue	brogue	brogu	brogu	100
679	broke	cassé	broke	cass	0
680	brokerage	courtage	brokerag	courtag	40
681	bromide	bromure	bromid	bromur	67
682	bromine	brome	bromin	brom	80
683	bronze	bronze	bronz	bronz	100
684	brownie	lutin	browni	lutin	18
685	browse	Feuilleter	brows	feuillet	0
686	bruise	hématome	bruis	hématom	0
687	brunette	brunette	brunett	brunet	92
688	brusque	brusque	brusqu	brusqu	100
689	brutalise	brutaliser	brutalis	brutalis	100
690	brute	brute	brute	brut	89
691	bubble	bulle	bubbl	bull	67
692	buckle	Boucle	buckl	boucl	80
693	buckminsterfullerene	Buckminsterfullerene	buckminsterfulleren	buckminsterfulleren	100
694	budge	bouger	budg	boug	75
695	budgie	perruche	budgi	perruch	17
696	bugle	clairon	bugl	clairon	18
697	bulge	renflement	bulg	renfl	22
698	bulldoze	démolir	bulldoz	démol	17
699	bumble	bumble	bumbl	bumbl	100
700	bundle	empaqueter	bundl	empaquet	15
701	bungee	bungee	bunge	bunge	100
702	bungle	bungle	bungl	bungl	100
703	burble	ronfler	burbl	ronfl	40
704	burdensome	pénible	burdensom	pénibl	13
705	burette	burette	burett	buret	91
706	burgle	cambrioler	burgl	cambriol	46
707	burlesque	burlesque	burlesqu	burlesqu	100
708	burmese	birman	burmes	birman	50
709	bushfire	feu de brousse	bushfir	feu de brouss	30
710	businesslike	pratique	businesslik	pratiqu	11
711	bustle	agitation	bustl	agit	22
712	butane	butane	butan	butan	100
713	buttonhole	boutonnière	buttonhol	boutonni	59
714	bye	au revoir	bye	au revoir	17
715	byebye	Bye Bye	byeby	bye by	91
716	bygone	passé	bygon	pass	0
717	byline	byline	bylin	bylin	100
718	byte	octet	byte	octet	44
719	cabbage	choux	cabbag	choux	18
720	cable	câble	cabl	câbl	75
721	caboodle	caboodle	caboodl	caboodl	100
722	caboose	cambuse	caboos	cambus	67
723	cache	cache	cach	cach	100
724	cackle	caqueter	cackl	caquet	36
725	caddie	caddie	caddi	cadd	89
726	cade	cade	cade	cad	86
727	cadence	cadence	cadenc	cadenc	100
728	cadge	quémander	cadg	quémand	36
729	cafe	café	cafe	caf	86
730	cage	cage	cage	cag	86
731	cagoule	cagoule	cagoul	cagoul	100
732	cajole	cajoler	cajol	cajol	100
733	cake	gâteau	cake	gâteau	20
734	calcite	calcite	calcit	calcit	100
735	calculable	calculable	calcul	calcul	100
736	calculate	calculer	calcul	calcul	100
737	calculative	calculatrice	calcul	calcul	100
738	calibrate	étalonner	calibr	étalon	33
739	calibre	calibre	calibr	calibr	100
740	callable	appelable	callabl	appel	33
741	calorie	calorie	calori	calor	91
742	calumniate	calomnier	calumni	calomni	86
743	calve	vêler	calv	vêl	29
744	camaraderie	camaraderie	camaraderi	camarader	95
745	came	venu	came	venu	25
746	camisole	camisole	camisol	camisol	100
747	camomile	camomille	camomil	camomill	93
748	camouflage	camouflage	camouflag	camouflag	100
749	campanile	campanile	campanil	campanil	100
750	campfire	feu de camp	campfir	feu de camp	44
751	campsite	site de camp	campsit	site de camp	42
752	canape	canape	canap	canap	100
753	candidate	candidat	candid	candidat	86
754	candidature	candidature	candidatur	candidatur	100
755	candle	bougie	candl	boug	0
756	cane	canne	cane	cann	75
757	canine	canin	canin	canin	100
758	cannibalise	cannibaliser	cannibalis	cannibalis	100
759	canoe	canoë	cano	canoë	89
760	canonise	canoniser	canonis	canonis	100
761	cantaloupe	cantaloup	cantaloup	cantaloup	100
762	canticle	cantique	canticl	cantiqu	71
763	capable	capable	capabl	capabl	100
764	capacitance	capacitance	capacit	capacit	100
765	capacitive	capacitif	capacit	capacit	100
766	cape	cap	cape	cap	86
767	capitalise	capitaliser	capitalis	capitalis	100
768	capitate	capituler	capit	capitul	83
769	capitulate	capituler	capitul	capitul	100
770	caprice	caprice	capric	capric	100
771	capriole	cabriole	capriol	cabriol	86
772	capsize	chavirer	capsiz	chavir	50
773	capsule	capsule	capsul	capsul	100
774	captivate	captiver	captiv	captiv	100
775	captive	captif	captiv	captif	83
776	capture	Capturer	captur	captur	100
777	carafe	carafe	caraf	caraf	100
778	carapace	carapace	carapac	carapac	100
779	carbide	carbure	carbid	carbur	67
780	carbine	carabine	carbin	carabin	92
781	carbohydrate	glucides	carbohydr	glucid	27
782	carbonate	carbonate	carbon	carbonat	86
783	carbonise	carboniser	carbonis	carbonis	100
784	carbuncle	anthrax	carbuncl	anthrax	27
785	carcase	carcasse	carcas	carc	80
786	care	se soucier	care	se souci	17
787	carefree	insouciant	carefre	insouci	14
788	caricature	caricature	caricatur	caricatur	100
789	carmine	carmin	carmin	carmin	100
790	carnage	carnage	carnag	carnag	100
791	carnivore	carnivore	carnivor	carnivor	100
792	carotene	carotène	caroten	caroten	100
793	carouse	ribote	carous	ribot	36
794	carriage	le chariot	carriag	le chariot	47
795	cartilage	cartilage	cartilag	cartilag	100
796	cartouche	cartouche	cartouch	cartouch	100
797	cartridge	cartouche	cartridg	cartouch	50
798	carve	tailler	carv	taill	22
799	cascade	Cascade	cascad	cascad	100
800	case	Cas	case	cas	86
801	cashmere	cachemire	cashmer	cachemir	67
802	casserole	casserole	casserol	casserol	100
803	cassette	cassette	cassett	casset	92
804	caste	caste	cast	cast	100
805	castigate	fustiger	castig	fustig	67
806	castle	château	castl	château	33
807	castrate	castrer	castrat	castr	83
808	catalogue	catalogue	catalogu	catalogu	100
809	catalyse	catalyser	catalys	catalys	100
810	catastrophe	catastrophe	catastroph	catastroph	100
811	catchphrase	slogan	catchphras	slogan	12
812	categorise	classer par catégories	categoris	classer par catégor	43
813	cathode	cathode	cathod	cathod	100
814	catlike	félin	catlik	félin	36
815	cattle	bétail	cattl	bétail	36
816	causative	causal	caus	causal	80
817	cause	cause	caus	caus	100
818	cauterise	cautériser	cauteris	cautéris	88
819	cavalcade	cavalcade	cavalcad	cavalcad	100
820	cave	la grotte	cave	la grott	17
821	caviare	caviar	caviar	caviar	100
822	cease	cesser	ceas	cess	75
823	ceasefire	cessez-le-feu	ceasefir	cessez-le-feu	48
824	cede	céder	cede	ced	86
825	celandine	chélidoine	celandin	chélidoin	59
826	celebrate	célébrer	celebr	célebr	83
827	celibate	célibataire	celib	célibatair	53
828	cellophane	cellophane	cellophan	cellophan	100
829	cellulite	cellulite	cellulit	cellulit	100
830	cellulose	cellulose	cellulos	cellulos	100
831	censure	censurer	censur	censur	100
832	centigrade	centigrade	centigrad	centigrad	100
833	centime	centime	centim	centim	100
834	centimetre	centimètre	centimetr	centimetr	100
835	centipede	Mille-Pattes	centiped	mille-patt	22
836	centralise	centraliser	centralis	centralis	100
837	centre	centre	centr	centr	100
838	centrepiece	pièce maîtresse	centrepiec	pièce maîtress	42
839	centrifuge	centrifuger	centrifug	centrifug	100
840	cerise	cerise	ceris	ceris	100
841	certifiable	certifiable	certifi	certifi	100
842	certificate	certificat	certif	certificat	75
843	certitude	certitude	certitud	certitud	100
844	chafe	irriter	chafe	irrit	0
845	chainsmoke	fumée de chaîne	chainsmok	fumée de chaîn	35
846	chalice	calice	chalic	calic	91
847	challenge	défi	challeng	def	18
848	chamomile	camomille	chamomil	camomill	88
849	champagne	Champagne	champagn	champagn	100
850	chance	chance	chanc	chanc	100
851	change	changement	chang	chang	100
852	changeable	changeable	changeabl	changeabl	100
853	chanteuse	chanteuse	chanteus	chanteux	88
854	chaperone	chaperon	chaperon	chaperon	100
855	characterise	caractériser	characteris	caractéris	86
856	charade	charade	charad	charad	100
857	charcuterie	charcuterie	charcuteri	charcuter	95
858	charge	charger	charg	charg	100
859	chargeable	payant	chargeabl	pai	17
860	charitable	charitable	charit	charit	100
861	charlie	Charlie	charli	charl	91
862	chase	chasser	chase	chass	80
863	chaste	chaste	chast	chast	100
864	chastise	punir	chastis	pun	0
865	checkmate	échec et mat	checkmat	échec et mat	70
866	cheekbone	pommette	cheekbon	pommet	14
867	cheese	du fromage	chees	du fromag	0
868	cheesecake	cheesecake	cheesecak	cheesecak	100
869	chemiluminescence	chimioluminescence	chemiluminesc	chimioluminescent	80
870	chemise	chemise	chemis	chemis	100
871	cheque	Chèque	chequ	chequ	100
872	chewable	à croquer	chewabl	à croqu	14
873	chicane	chicane	chican	chican	100
874	chide	gronder	chide	grond	20
875	childcare	garde d'enfants	childcar	garde d'enf	21
876	childlike	enfantin	childlik	enfantin	12
877	chime	carillon	chime	carillon	31
878	chimpanzee	chimpanzé	chimpanze	chimpanz	94
879	chinese	chinois	chines	chinois	77
880	chinoiserie	chinoiserie	chinoiseri	chinoiser	95
881	chlorate	chlorate	chlorat	chlorat	100
882	chloride	chlorure	chlorid	chlorur	71
883	chlorine	chlore	chlorin	chlor	83
884	chloroquine	chloroquine	chloroquin	chloroquin	100
885	chocolate	Chocolat	chocol	chocolat	86
886	choice	choix	choic	choix	80
887	choke	étouffer	choke	étouff	18
888	choline	choline	cholin	cholin	100
889	choose	choisir	choos	chois	80
890	chorale	choral	choral	choral	100
891	chore	corvée	chore	corv	67
892	chortle	gloussement	chortl	glouss	17
893	chose	choisi	chose	chois	80
894	chrome	chrome	chrome	chrom	91
895	chromite	chromite	chromit	chromit	100
896	chromosome	chromosome	chromosom	chromosom	100
897	chronicle	la chronique	chronicl	la chron	62
898	chuckle	glousser	chuckl	glouss	17
899	chute	chute	chute	chut	89
900	cigarette	cigarette	cigarett	cigaret	93
901	cine	ciné	cine	cin	86
902	circle	cercle	circl	cercl	80
903	circularise	circulariser	circularis	circularis	100
904	circulate	circuler	circul	circul	100
905	circumcise	circoncire	circumcis	circoncir	67
906	circumference	circonférence	circumfer	circonférent	57
907	circumnavigate	faire le tour	circumnavig	faire le tour	25
908	circumscribe	limiter	circumscrib	limit	38
909	circumstance	circonstance	circumst	circonst	75
910	circumventable	contournable	circumvent	contourn	33
911	cite	citer	cite	cit	86
912	citrate	citrate	citrat	citrat	100
913	cityscape	paysage urbain	cityscap	paysage urbain	27
914	civilise	civiliser	civilis	civilis	100
915	claimable	réclamable	claimabl	réclam	57
916	clairvoyance	voyance	clairvoy	voyanc	43
917	clandestine	clandestin	clandestin	clandestin	100
918	classifiable	classifiable	classifi	classifi	100
919	classmate	camarade de classe	classmat	camarade de cl	18
920	clause	clause	claus	claus	100
921	clavicle	clavicule	clavicl	clavicul	93
922	claymore	Claymore	claymor	claymor	100
923	cleanse	purifier	cleans	purifi	0
924	clearance	autorisation	clearanc	autoris	27
925	cleavage	clivage	cleavag	clivag	77
926	cleave	fendre	cleav	fendr	20
927	cliche	cliché	clich	clich	100
928	clientele	clientèle	clientel	clientel	100
929	climate	climat	climat	climat	100
930	climbable	grimpable	climbabl	grimpabl	62
931	clique	clique	cliqu	cliqu	100
932	clockwise	dans le sens des aiguilles d'une montre	clockwis	dans le sens des aiguilles d'une montr	9
933	clone	cloner	clone	clon	89
934	closable	fermable	closabl	fermabl	43
935	close	Fermer	close	ferm	22
936	closure	fermeture	closur	fermetur	29
937	clothe	vêtir	cloth	vêt	25
938	cloudscape	nuages	cloudscap	nuag	31
939	clove	Clou de girofle	clove	clou de girofl	42
940	clubhouse	club-house	clubhous	club-hous	94
941	clue	indice	clue	indic	22
942	coagulate	coaguler	coagul	coagul	100
943	coalesce	se fondre	coalesc	se fondr	13
944	coalescence	fusion	coalesc	fusion	15
945	coalface	charbonnière	coalfac	charbonni	25
946	coarse	grossier	coars	grossi	36
947	coastline	littoral	coastlin	littoral	25
948	cobble	bricoler	cobbl	bricol	55
949	coble	coble	cobl	cobl	100
950	cocaine	cocaïne	cocain	cocaïn	83
951	cockatrice	basilic	cockatric	basilic	38
952	cockle	coque	cockl	coqu	44
953	cocksure	coq	cocksur	coq	40
954	coddle	dorloter	coddl	dorlot	36
955	code	code	code	cod	86
956	codeine	codéine	codein	codéin	83
957	codename	nom de code	codenam	nom de cod	35
958	codpiece	codpiece	codpiec	codpiec	100
959	coerce	contraindre	coerc	contraindr	40
960	coercible	coercible	coercibl	coercibl	100
961	coercive	coercitif	coerciv	coercit	86
962	coexistence	coexistence	coexist	coexistent	82
963	coextensive	coextensif	coextens	coextens	100
964	coffee	café	coffe	caf	50
965	cogitate	réfléchir	cogit	réflech	17
966	cogitative	cogitatif	cogit	cogit	100
967	cognate	apparenté	cognat	apparent	29
968	cognisance	connaissance	cognis	connaiss	71
969	cognitive	cognitif	cognit	cognit	100
970	cognizance	connaissance	cogniz	connaiss	57
971	cohere	adhérer	coher	adher	60
972	coherence	la cohérence	coher	la cohérent	50
973	cohesive	cohésif	cohes	cohes	100
974	coiffure	coiffure	coiffur	coiffur	100
975	coinage	monnaie	coinag	monnai	50
976	coincide	coïncider	coincid	coïncid	86
977	coincidence	coïncidence	coincid	coïncident	71
978	coke	du Coca	coke	du coc	40
979	cole	cole	cole	col	86
980	collaborate	collaborer	collabor	collabor	100
981	collaborative	collaboratif	collabor	collabor	100
982	collage	collage	collag	collag	100
983	collapse	s'effondrer	collaps	s'effondr	12
984	collapsible	pliant	collaps	pli	20
985	collarbone	clavicule	collarbon	clavicul	35
986	collate	collationner	collat	collation	80
987	colleague	collègue	colleagu	collègu	80
988	collectable	collectable	collect	collect	100
989	collective	collectif	collect	collect	100
990	college	collège	colleg	colleg	100
991	collegiate	collégial	collegi	collégial	75
992	collide	entrer en collision	collid	entrer en collis	45
993	collie	colley	colli	colley	73
994	collude	comploter	collud	complot	46
995	cologne	eau de Cologne	cologn	eau de cologn	63
996	colonise	coloniser	colonis	colonis	100
997	colonnade	colonnade	colonnad	colonnad	100
998	coloure	couleur	colour	couleur	77
999	colourise	colorer	colouris	color	77
1000	comatose	comateux	comatos	comat	83
1001	combative	combatif	comb	combat	80
1002	combine	combiner	combin	combin	100
1003	combustible	combustible	combust	combustibl	82
1004	come	viens	come	vien	25
1005	comestible	comestible	comest	comestibl	80
1006	comfortable	à l'aise	comfort	à l'ais	0
1007	commemorate	commémorer	commemor	commémor	88
1008	commemorative	commémoratif	commemor	commémor	88
1009	commence	commencer	commenc	commenc	100
1010	commendable	louable	commend	louabl	15
1011	commensurate	commensurable	commensur	commensur	100
1012	commentate	commenter	comment	comment	100
1013	commerce	Commerce	commerc	commerc	100
1014	commercialise	commercialiser	commercialis	commercialis	100
1015	commiserate	compatissant	commiser	compat	43
1016	commissionaire	commissionnaire	commissionair	commissionnair	96
1017	committee	Comité	committe	comit	77
1018	commode	commode	commod	commod	100
1019	commodore	commodore	commodor	commodor	100
1020	commonplace	banal	commonplac	banal	27
1021	commonsense	bon sens	commonsens	bon sen	59
1022	commune	commune	commun	commun	100
1023	communicable	transmissible	communic	transmissibl	20
1024	communicate	communiquer	commun	communiqu	80
1025	communicative	communicatif	commun	commun	100
1026	communique	communiqué	communiqu	communiqu	100
1027	commutative	commutatif	commut	commut	100
1028	commute	commuer	commut	commu	91
1029	companionable	compagnon	companion	compagnon	89
1030	comparable	comparable	compar	compar	100
1031	comparative	comparatif	compar	compar	100
1032	compare	comparer	compar	compar	100
1033	compassionate	compatissant	compassion	compat	62
1034	compatible	compatible	compat	compatibl	80
1035	compensate	compenser	compens	compens	100
1036	compere	animateur	comper	anim	20
1037	compete	rivaliser	compet	rivalis	0
1038	competence	compétence	compet	compétent	80
1039	competitive	compétitif	competit	compétit	88
1040	compilable	compilable	compil	compil	100
1041	compile	compiler	compil	compil	100
1042	completable	complétable	complet	complet	100
1043	complete	Achevée	complet	achev	33
1044	compliance	conformité	complianc	conform	38
1045	complicate	compliquer	complic	compliqu	80
1046	compose	composer	compos	compos	100
1047	composite	composite	composit	composit	100
1048	composure	calme	composur	calm	33
1049	comprehensible	compréhensible	comprehens	compréhensibl	78
1050	comprehensive	complet	comprehens	complet	59
1051	compressible	compressible	compress	compressibl	84
1052	compressive	compressif	compress	compress	100
1053	comprise	comprendre	compris	comprendr	62
1054	compromise	faire des compromis	compromis	faire des comprom	54
1055	compulsive	compulsif	compuls	compuls	100
1056	computable	calculable	comput	calcul	33
1057	compute	calculer	comput	calcul	33
1058	computerise	informatiser	computeris	informatis	50
1059	computerliterate	informatisé	computerliter	informatis	35
1060	comrade	camarade	comrad	camarad	77
1061	concatenate	enchaîner	concaten	enchaîn	53
1062	concave	concave	concav	concav	100
1063	concede	concéder	conced	conced	100
1064	conceivable	concevable	conceiv	concev	92
